id,electoral_cycle,source,name,sex,gov_support,exact_seat,committee_membership,party_hierarchy,seniority,g/o_type,seat_type,g/o_change_day,g/o_change_month,g/o_change_year,g/o_change2_day,g/o_change2_month,g/o_change2_year,cm_from_day,cm_from_month,cm_from_year,cm_to_day,cm_to_month,cm_to_year,ph_from_day,ph_from_month,ph_from_year,ph_to_day,ph_to_month,ph_to_year
s144_1990_999_99999999_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Ds144%26p_stilus%3D%26p_head%3D,szor_gyula,m,0,veszprem,99995,99995,1,1,rl,9999,9999,9999,9999,9999,9999,99995,99995,99995,99995,99995,99995,99995,99995,99995,99995,99995,99995
s765_1990_003_19900612_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Ds765%26p_stilus%3D%26p_head%3D,szucs_istvan,m,1,pest,3,99995,1,0,rl,9999,9999,9999,9999,9999,9999,12,6,1990,13,10,1992,99995,99995,99995,99995,99995,99995
s765_1990_003_19921013_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Ds765%26p_stilus%3D%26p_head%3D,szucs_istvan,m,1,pest,3,99995,1,0,rl,9999,9999,9999,9999,9999,9999,13,10,1992,31,12,1992,99995,99995,99995,99995,99995,99995
s238_1990_002_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Ds238%26p_stilus%3D%26p_head%3D,szucs_m._sandor,m,1,szabolcs-szatmar-bereg_8.,2,99995,1,0,smd,9999,9999,9999,9999,9999,9999,3,5,1990,13,10,1992,99995,99995,99995,99995,99995,99995
s238_1990_021_19921013_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Ds238%26p_stilus%3D%26p_head%3D,szucs_m._sandor,m,1,szabolcs-szatmar-bereg_8.,21,99995,1,0,smd,9999,9999,9999,9999,9999,9999,13,10,1992,27,6,1994,99995,99995,99995,99995,99995,99995
s015_1990_999_99999999_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Ds015%26p_stilus%3D%26p_head%3D,szuros_matyas,m,0,hajdć-bihar_6.,99995,99995,1,1,smd,9999,9999,9999,9999,9999,9999,99995,99995,99995,99995,99995,99995,99995,99995,99995,99995,99995,99995
t364_1990_002_19910219_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt364%26p_ckl%3D34,tabajdi_csaba,m,0,mszp,2,99995,1,1,pl,9999,9999,9999,9999,9999,9999,19,2,1991,2,2,1993,99995,99995,99995,99995,99995,99995
t364_1990_008_19930202_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt364%26p_ckl%3D34,tabajdi_csaba,m,0,mszp,8,99995,1,1,pl,9999,9999,9999,9999,9999,9999,2,2,1993,27,6,1994,99995,99995,99995,99995,99995,99995
t364_1990_018_19920204_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt364%26p_ckl%3D34,tabajdi_csaba,m,0,mszp,18,99995,1,1,pl,9999,9999,9999,9999,9999,9999,4,2,1992,27,6,1994,99995,99995,99995,99995,99995,99995
t364_1990_024_19930316_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt364%26p_ckl%3D34,tabajdi_csaba,m,0,mszp,24,99995,1,1,pl,9999,9999,9999,9999,9999,9999,16,3,1993,27,6,1994,99995,99995,99995,99995,99995,99995
t125_1990_002_19921013_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt125%26p_stilus%3D%26p_head%3D,takacs_peter,m,1,szabolcs-szatmar-bereg_1.,2,99995,1,0,smd,9999,9999,9999,9999,9999,9999,13,10,1992,27,6,1994,99995,99995,99995,99995,99995,99995
t125_1990_005_19900612_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt125%26p_stilus%3D%26p_head%3D,takacs_peter,m,1,szabolcs-szatmar-bereg_1.,5,99995,1,0,smd,9999,9999,9999,9999,9999,9999,12,6,1990,17,9,1991,99995,99995,99995,99995,99995,99995
t374_1990_003_19911211_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=6JbfOjl7&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt374%26p_ckl%3D34%26p_osszefuz%3D,takacsy_gyula,m,1,budapest,3,99995,1,0,rl,9999,9999,9999,9999,9999,9999,11,12,1991,27,6,1994,99995,99995,99995,99995,99995,99995
t019_1990_008_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt019%26p_stilus%3D%26p_head%3D,tamas_gaspar_miklos,m,0,csongrad,8,99995,1,1,rl,9999,9999,9999,9999,9999,9999,3,5,1990,18,2,1992,99995,99995,99995,99995,99995,99995
t059_1990_003_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt059%26p_stilus%3D%26p_head%3D,tardos_marton,m,0,budapest,3,1,1,1,rl,9999,9999,9999,9999,9999,9999,3,5,1990,18,2,1992,3,12,1991,31,5,1993
t059_1990_003_19930216_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt059%26p_stilus%3D%26p_head%3D,tardos_marton,m,0,budapest,3,1,1,1,rl,9999,9999,9999,9999,9999,9999,16,2,1993,27,6,1994,3,12,1991,31,5,1993
t335_1990_006_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt335%26p_stilus%3D%26p_head%3D,tarjan_laszlone,f,1,somogy_2.,6,99995,1,0,smd,9999,9999,9999,9999,9999,9999,3,5,1990,23,5,1990,99995,99995,99995,99995,99995,99995
t180_1990_011_19900612_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt180%26p_stilus%3D%26p_head%3D,tarnoczky_attila,m,1,zala_2.,11,99995,1,0,smd,9999,9999,9999,9999,9999,9999,12,6,1990,3,3,1993,99995,99995,99995,99995,99995,99995
t180_1990_011_19930303_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt180%26p_stilus%3D%26p_head%3D,tarnoczky_attila,m,1,zala_2.,11,99995,1,0,smd,9999,9999,9999,9999,9999,9999,3,3,1993,27,6,1994,99995,99995,99995,99995,99995,99995
t084_1990_003_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt084%26p_stilus%3D%26p_head%3D,teller_gyula,m,0,szdsz,3,99995,1,1,pl,9999,9999,9999,9999,9999,9999,3,5,1990,27,6,1994,99995,99995,99995,99995,99995,99995
t179_1990_004_19930615_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt179%26p_stilus%3D%26p_head%3D,ternak_gabor,m,1,tolna_1.,4,99995,1,0,smd,9999,9999,9999,9999,9999,9999,15,6,1993,27,6,1994,99995,99995,99995,99995,99995,99995
t314_1990_002_19931207_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt314%26p_stilus%3D%26p_head%3D,tirts_tamas,m,0,fidesz,2,99995,1,1,pl,9999,9999,9999,9999,9999,9999,7,12,1993,27,6,1994,99995,99995,99995,99995,99995,99995
t314_1990_007_19930701_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt314%26p_stilus%3D%26p_head%3D,tirts_tamas,m,0,fidesz,7,99995,1,1,pl,9999,9999,9999,9999,9999,9999,1,7,1993,7,12,1993,99995,99995,99995,99995,99995,99995
t314_1990_011_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt314%26p_stilus%3D%26p_head%3D,tirts_tamas,m,0,fidesz,11,99995,1,1,pl,9999,9999,9999,9999,9999,9999,3,5,1990,1,7,1993,99995,99995,99995,99995,99995,99995
t367_1990_003_19921013_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt367%26p_ckl%3D34,tompa_sandor,m,0,borsod-abaćj-zemplen,3,99995,1,1,rl,9999,9999,9999,9999,9999,9999,13,10,1992,27,6,1994,99995,99995,99995,99995,99995,99995
t076_1990_001_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt076%26p_stilus%3D%26p_head%3D,torgyan_jozsef,m,1,szabolcs-szatmar-bereg,1,1,1,2,rl,21,2,1992,9999,9999,9999,3,5,1990,20,9,1992,2,5,1990,18,3,1991
t076_1990_001_19920921_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt076%26p_stilus%3D%26p_head%3D,torgyan_jozsef,m,1,szabolcs-szatmar-bereg,1,1,1,2,rl,21,2,1992,9999,9999,9999,21,9,1992,13,10,1992,2,5,1990,18,3,1991
t163_1990_002_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt163%26p_stilus%3D%26p_head%3D,toth_albert,m,1,borsod-abaćj-zemplen,2,99995,1,0,rl,9999,9999,9999,9999,9999,9999,3,5,1990,27,6,1994,99995,99995,99995,99995,99995,99995
t163_1990_006_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt163%26p_stilus%3D%26p_head%3D,toth_albert,m,1,borsod-abaćj-zemplen,6,99995,1,0,rl,9999,9999,9999,9999,9999,9999,3,5,1990,27,6,1994,99995,99995,99995,99995,99995,99995
t126_1990_999_99999999_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt126%26p_stilus%3D%26p_head%3D,toth_albert_jozsef,m,1,jasz-nagykun-szolnok_6.,99995,99995,1,0,smd,9999,9999,9999,9999,9999,9999,99995,99995,99995,99995,99995,99995,99995,99995,99995,99995,99995,99995
t026_1990_002_19920623_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt026%26p_stilus%3D%26p_head%3D,toth_imre,m,1,fkgp,2,99995,1,0,pl,9999,9999,9999,9999,9999,9999,23,6,1992,27,6,1994,99995,99995,99995,99995,99995,99995
t285_1990_002_19920406_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt285%26p_stilus%3D%26p_head%3D,toth_imre_laszlo,m,1,borsod-abaćj-zemplen_12.,2,99995,1,0,smd,9999,9999,9999,9999,9999,9999,6,4,1992,23,6,1992,99995,99995,99995,99995,99995,99995
t285_1990_007_19921013_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt285%26p_stilus%3D%26p_head%3D,toth_imre_laszlo,m,1,borsod-abaćj-zemplen_12.,7,99995,1,0,smd,9999,9999,9999,9999,9999,9999,13,10,1992,27,6,1994,99995,99995,99995,99995,99995,99995
t252_1990_003_19921013_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt252%26p_stilus%3D%26p_head%3D,toth_istvan,m,1,borsod-abaćj-zemplen_7.,3,99995,1,0,smd,9999,9999,9999,9999,9999,9999,13,10,1992,27,6,1994,99995,99995,99995,99995,99995,99995
t252_1990_004_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt252%26p_stilus%3D%26p_head%3D,toth_istvan,m,1,borsod-abaćj-zemplen_7.,4,99995,1,0,smd,9999,9999,9999,9999,9999,9999,3,5,1990,13,10,1992,99995,99995,99995,99995,99995,99995
t252_1990_023_19930518_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt252%26p_stilus%3D%26p_head%3D,toth_istvan,m,1,borsod-abaćj-zemplen_7.,23,99995,1,0,smd,9999,9999,9999,9999,9999,9999,18,5,1993,27,6,1994,99995,99995,99995,99995,99995,99995
t110_1990_007_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt110%26p_stilus%3D%26p_head%3D,toth_sandor,m,1,nograd_2.,7,99995,1,0,smd,9999,9999,9999,9999,9999,9999,3,5,1990,27,6,1994,99995,99995,99995,99995,99995,99995
t168_1990_001_19910915_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Dt168%26p_stilus%3D%26p_head%3D,toth_tihamer,m,1,zala_5.,1,99995,1,0,smd,9999,9999,9999,9999,9999,9999,15,9,1991,22,2,1993,99995,99995,99995,99995,99995,99995
