id,electoral_cycle,source,name,sex,gov_support,exact_seat,committee_membership,party_hierarchy,seniority,g/o_type,seat_type,g/o_change_day,g/o_change_month,g/o_change_year,g/o_change2_day,g/o_change2_month,g/o_change2_year,cm_from_day,cm_from_month,cm_from_year,cm_to_day,cm_to_month,cm_to_year,ph_from_day,ph_from_month,ph_from_year,ph_to_day,ph_to_month,ph_to_year
a182_1990_003_19921020_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Da182%26p_stilus%3D%26p_head%3D,abraham_tibor,m,0,pest,3,99995,1,1,rl,9999,9999,9999,9999,9999,9999,20,10,1992,27,6,1994,99995,99995,99995,99995,99995,99995
a302_1990_001_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Da302%26p_stilus%3D%26p_head%3D,ader_janos,m,0,fidesz,1,99995,1,1,pl,9999,9999,9999,9999,9999,9999,3,5,1990,24,3,1992,99995,99995,99995,99995,99995,99995
a302_1990_009_19920324_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Da302%26p_stilus%3D%26p_head%3D,ader_janos,m,0,fidesz,9,99995,1,1,pl,9999,9999,9999,9999,9999,9999,24,3,1992,8,4,1992,99995,99995,99995,99995,99995,99995
a302_1990_009_19920408_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Da302%26p_stilus%3D%26p_head%3D,ader_janos,m,0,fidesz,9,99995,1,1,pl,9999,9999,9999,9999,9999,9999,8,4,1992,27,6,1994,99995,99995,99995,99995,99995,99995
a302_1990_013_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Da302%26p_stilus%3D%26p_head%3D,ader_janos,m,0,fidesz,13,99995,1,1,pl,9999,9999,9999,9999,9999,9999,3,5,1990,27,6,1994,99995,99995,99995,99995,99995,99995
a302_1990_017_19901229_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Da302%26p_stilus%3D%26p_head%3D,ader_janos,m,0,fidesz,17,99995,1,1,pl,9999,9999,9999,9999,9999,9999,29,12,1990,14,10,1992,99995,99995,99995,99995,99995,99995
a069_1990_007_19930323_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=OevcgxK1&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Da069%26p_stilus%3D%26p_head%3D,andrasfalvy_bertalan,m,1,baranya_1.,7,99995,1,0,smd,9999,9999,9999,9999,9999,9999,23,3,1993,20,9,1993,99995,99995,99995,99995,99995,99995
a069_1990_008_19930921_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=OevcgxK1&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Da069%26p_stilus%3D%26p_head%3D,andrasfalvy_bertalan,m,1,baranya_1.,8,99995,1,0,smd,9999,9999,9999,9999,9999,9999,21,9,1993,27,6,1994,99995,99995,99995,99995,99995,99995
a226_1990_999_99999999_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Da226%26p_stilus%3D%26p_head%3D,andriska_geza,m,0,bacs-kiskun_7.,99995,99995,1,1,smd,9999,9999,9999,9999,9999,9999,99995,99995,99995,99995,99995,99995,99995,99995,99995,99995,99995,99995
a118_1990_004_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Da118%26p_stilus%3D%26p_head%3D,annus_jozsef,m,0,mszp,4,99995,1,1,pl,9999,9999,9999,9999,9999,9999,3,5,1990,27,6,1994,99995,99995,99995,99995,99995,99995
a072_1990_999_99999999_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Da072%26p_stilus%3D%26p_head%3D,antall_jozsef,m,1,budapest,99995,99995,1,0,rl,9999,9999,9999,9999,9999,9999,99995,99995,99995,99995,99995,99995,99995,99995,99995,99995,99995,99995
a358_1990_012_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Da358%26p_stilus%3D%26p_head%3D,arato_geza,m,0,komarom-esztergom_5.,12,99995,1,1,smd,9999,9999,9999,9999,9999,9999,3,5,1990,18,2,1991,99995,99995,99995,99995,99995,99995
a358_1990_012_19910219_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Da358%26p_stilus%3D%26p_head%3D,arato_geza,m,0,komarom-esztergom_5.,12,99995,1,1,smd,9999,9999,9999,9999,9999,9999,19,2,1991,27,6,1994,99995,99995,99995,99995,99995,99995
b754_1990_002_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db754%26p_stilus%3D%26p_head%3D,baka_andras,m,1,budapest,2,99995,1,0,rl,9999,9999,9999,9999,9999,9999,3,5,1990,28,5,1991,99995,99995,99995,99995,99995,99995
b298_1990_005_19901221_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db298%26p_stilus%3D%26p_head%3D,bako_lajos,m,1,gyor-moson-sopron_2.,5,99995,1,0,smd,9999,9999,9999,9999,9999,9999,21,12,1990,27,6,1994,99995,99995,99995,99995,99995,99995
b211_1990_001_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db211%26p_stilus%3D%26p_head%3D,balas_istvan,m,1,borsod-abaćj-zemplen_2.,1,99995,1,2,smd,15,6,1993,9999,9999,9999,3,5,1990,12,6,1993,99995,99995,99995,99995,99995,99995
b211_1990_001_19900613_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db211%26p_stilus%3D%26p_head%3D,balas_istvan,m,1,borsod-abaćj-zemplen_2.,1,99995,1,2,smd,15,6,1993,9999,9999,9999,13,6,1990,14,6,1993,99995,99995,99995,99995,99995,99995
b211_1990_009_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db211%26p_stilus%3D%26p_head%3D,balas_istvan,m,1,borsod-abaćj-zemplen_2.,9,99995,1,2,smd,15,6,1993,9999,9999,9999,3,5,1990,13,10,1992,99995,99995,99995,99995,99995,99995
b211_1990_009_19921013_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db211%26p_stilus%3D%26p_head%3D,balas_istvan,m,1,borsod-abaćj-zemplen_2.,9,99995,1,2,smd,15,6,1993,9999,9999,9999,13,10,1992,14,6,1993,99995,99995,99995,99995,99995,99995
b295_1990_007_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db295%26p_stilus%3D%26p_head%3D,balazsi_tibor,m,1,borsod-abaćj-zemplen_1.,7,99995,1,0,smd,9999,9999,9999,9999,9999,9999,3,5,1990,9,2,1994,99995,99995,99995,99995,99995,99995
b295_1990_007_19940210_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db295%26p_stilus%3D%26p_head%3D,balazsi_tibor,m,1,borsod-abaćj-zemplen_1.,7,99995,1,0,smd,9999,9999,9999,9999,9999,9999,10,2,1994,27,6,1994,99995,99995,99995,99995,99995,99995
b295_1990_015_19900515_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db295%26p_stilus%3D%26p_head%3D,balazsi_tibor,m,1,borsod-abaćj-zemplen_1.,15,99995,1,0,smd,9999,9999,9999,9999,9999,9999,15,5,1990,22,11,1990,99995,99995,99995,99995,99995,99995
b153_1990_001_19920406_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db153%26p_stilus%3D%26p_head%3D,balla_gabor_tamas,m,1,budapest_25.,1,99995,1,0,smd,9999,9999,9999,9999,9999,9999,6,4,1992,23,6,1992,99995,99995,99995,99995,99995,99995
b153_1990_022_19921013_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db153%26p_stilus%3D%26p_head%3D,balla_gabor_tamas,m,1,budapest_25.,22,99995,1,0,smd,9999,9999,9999,9999,9999,9999,13,10,1992,27,6,1994,99995,99995,99995,99995,99995,99995
b235_1990_012_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db235%26p_stilus%3D%26p_head%3D,balogh_gabor,m,1,kdnp,12,99995,1,2,pl,17,3,1992,9999,9999,9999,3,5,1990,16,3,1992,99995,99995,99995,99995,99995,99995
b235_1990_012_19920317_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db235%26p_stilus%3D%26p_head%3D,balogh_gabor,m,1,kdnp,12,99995,1,2,pl,17,3,1992,9999,9999,9999,17,3,1992,24,3,1992,99995,99995,99995,99995,99995,99995
b235_1990_012_19930831_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db235%26p_stilus%3D%26p_head%3D,balogh_gabor,m,1,kdnp,12,99995,1,2,pl,17,3,1992,9999,9999,9999,31,8,1993,27,6,1994,99995,99995,99995,99995,99995,99995
b235_1990_023_19921013_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db235%26p_stilus%3D%26p_head%3D,balogh_gabor,m,1,kdnp,23,99995,1,2,pl,17,3,1992,9999,9999,9999,13,10,1992,7,9,1993,99995,99995,99995,99995,99995,99995
b030_1990_004_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db030%26p_stilus%3D%26p_head%3D,balogh_gyorgy,m,1,budapest,4,99995,1,0,rl,9999,9999,9999,9999,9999,9999,3,5,1990,1,3,1992,99995,99995,99995,99995,99995,99995
b030_1990_004_19920302_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db030%26p_stilus%3D%26p_head%3D,balogh_gyorgy,m,1,budapest,4,99995,1,0,rl,9999,9999,9999,9999,9999,9999,2,3,1992,27,6,1994,99995,99995,99995,99995,99995,99995
b205_1990_003_19921013_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db205%26p_stilus%3D%26p_head%3D,balogh_janos,m,0,gyor-moson-sopron_5.,3,99995,1,3,smd,2,9,1991,9999,9999,9999,13,10,1992,27,6,1994,99995,99995,99995,99995,99995,99995
b205_1990_004_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db205%26p_stilus%3D%26p_head%3D,balogh_janos,m,0,gyor-moson-sopron_5.,4,99995,1,3,smd,2,9,1991,9999,9999,9999,3,5,1990,29,1,1991,99995,99995,99995,99995,99995,99995
b205_1990_011_19911008_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db205%26p_stilus%3D%26p_head%3D,balogh_janos,m,0,gyor-moson-sopron_5.,11,99995,1,3,smd,2,9,1991,9999,9999,9999,8,10,1991,20,10,1992,99995,99995,99995,99995,99995,99995
b205_1990_024_19930316_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE_9xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db205%26p_stilus%3D%26p_head%3D,balogh_janos,m,0,gyor-moson-sopron_5.,24,99995,1,3,smd,2,9,1991,9999,9999,9999,16,3,1993,27,6,1994,99995,99995,99995,99995,99995,99995
b195_1990_001_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db195%26p_stilus%3D%26p_head%3D,balsai_istvan,m,1,mdf,1,99995,1,0,pl,9999,9999,9999,9999,9999,9999,3,5,1990,23,5,1990,99995,99995,99995,99995,99995,99995
b371_1990_007_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db371%26p_stilus%3D%26p_head%3D,banffy_gyorgy,m,1,budapest_1.,7,99995,1,0,smd,9999,9999,9999,9999,9999,9999,3,5,1990,27,6,1994,99995,99995,99995,99995,99995,99995
b083_1990_012_19900503_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db083%26p_stilus%3D%26p_head%3D,baranyai_miklos,m,1,heves_4.,12,99995,1,0,smd,9999,9999,9999,9999,9999,9999,3,5,1990,9,11,1992,99995,99995,99995,99995,99995,99995
b083_1990_012_19921109_0,1990-1994,http://www.parlament.hu/kepviselok-elozo-ciklusbeli-adatai?p_auth=nwRGXwbJ&p_p_id=pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_pairproxy_WAR_pairproxyportlet_INSTANCE?xd2Wc9jP4z8_pairAction=%2Finternet%2Fcplsql%2Fogy_kpv.kepv_adat%3Fp_azon%3Db083%26p_stilus%3D%26p_head%3D,baranyai_miklos,m,1,heves_4.,12,99995,1,0,smd,9999,9999,9999,9999,9999,9999,9,11,1992,27,6,1994,99995,99995,99995,99995,99995,99995
